Timestamp,Forward.x,Forward.y,Forward.z,Strafe.x,Strafe.y,Strafe.z,Angle
1742298450432,0,-1.961999,0,0,0,0,314.3295
1742298451882,0,-1.961999,0,0,0,0,314.3121
1742298451902,0,-4.15223,0,0,0,0,314.2054
1742298451910,0,-0.7933643,0,0,0,0,314.2829
1742298451914,0,-0.4153157,0,0,0,0,314.2829
1742298451922,0,-0.7769525,0,0,0,0,314.2592
1742298451934,0,-1.096493,0,0,0,0,314.2592
1742298451945,0,-1.055536,0,0,0,0,314.1918
1742298451955,0,-1.084663,0,0,0,0,314.3062
1742298451967,0,-1.057087,0,0,0,0,314.2
1742298451978,0,-1.096748,0,0,0,0,314.2
1742298451989,0,-1.092716,0,0,0,0,314.3212
1742298451999,0,-1.072842,0,0,0,0,314.3086
1742298452010,0,-1.094865,0,0,0,0,314.3086
1742298452022,0,-1.106617,0,0,0,0,314.3012
1742298452033,0,-1.098505,0,0,0,0,314.2593
1742298452045,0,-1.143277,0,0,0,0,314.2593
1742298452055,0,-1.072272,0,0,0,0,314.2684
1742298452067,0,-1.079865,0,0,0,0,314.2256
1742298452077,0,-1.058421,0,0,0,0,314.2398
1742298452088,0,-1.107834,0,0,0,0,314.2398
1742298452100,0,-1.085516,0,0,0,0,314.2726
1742298452111,0,-1.090048,0,0,0,0,314.309
1742298452122,0,-1.095483,0,0,0,0,314.309
1742298452133,0,-1.080866,0,0,0,0,314.2279
1742298452145,0,-1.097817,0,0,0,0,314.2279
1742298452155,0,-1.071449,0,0,0,0,314.246
1742298452166,0,-1.080474,0,0,0,0,314.2731
1742298452178,0,-1.106362,0,0,0,0,314.2678
1742298452189,0,-1.083269,0,0,0,0,314.3317
1742298452200,0,-1.099103,0,0,0,0,314.3317
1742298452211,0,-1.096306,0,0,0,0,314.2621
1742298452222,0,-1.04762,0,0,0,0,314.2621
1742298452234,0,-1.123873,0,0,0,0,314.2198
1742298452245,0,-1.083593,0,0,0,0,314.2765
1742298452255,0,-1.086419,0,0,0,0,314.2765
1742298452266,0,-1.110973,0,0,0,0,314.316
1742298452277,0,-1.072046,0,0,0,0,314.316
1742298452295,0,-1.657351,0,0,0,0,314.3052
1742298452300,0,-0.5356752,0,0,0,0,314.2979
1742298452311,0,-1.085486,0,0,0,0,314.2979
1742298452322,0,-1.076706,0,0,0,0,314.1945
1742298452334,0,-1.09409,0,0,0,0,314.1945
1742298452345,0,-1.105901,0,0,0,0,314.2116
1742298452356,0,-1.071438,0,0,0,0,314.2487
1742298452366,0,-1.136361,0,0,0,0,314.2115
1742298452377,0,-1.054702,0,0,0,0,314.2115
1742298452388,0,-1.074509,0,0,0,0,314.343
1742298452399,0,-1.099603,0,0,0,0,314.2934
1742298452411,0,-1.097278,0,0,0,0,314.2934
1742298452421,0,-1.063669,0,0,0,0,314.2373
1742298452433,0,-1.100015,0,0,0,0,314.2564
1742298452445,0,-1.124972,0,0,0,0,314.2564
1742298452456,0,-1.079561,0,0,0,0,314.3362
1742298452466,0,-1.063424,0,0,0,0,314.3362
1742298452478,0,-1.129925,0,0,0,0,314.267
1742298452489,0,-1.053496,0,0,0,0,314.267
1742298452500,0,-1.076118,0,0,0,0,314.267
1742298452511,0,-1.105047,0,0,0,0,314.3458
1742298452522,0,-1.093433,0,0,0,0,314.3458
1742298452533,0,-1.079689,0,0,0,0,314.3106
1742298452545,0,-1.102457,0,0,0,0,314.27
1742298452555,0,-1.079787,0,0,0,0,314.27
1742298452566,0,-1.08996,0,0,0,0,314.1669
1742298452577,0,-1.088518,0,0,0,0,314.2646
1742298452588,0,-1.095051,0,0,0,0,314.2716
1742298452606,0,-1.616766,0,0,0,0,314.2716
1742298452616,0,-1.072557,0,0,0,0,314.2979
1742298452627,0,-1.078384,0,0,0,0,314.2388
1742298452638,0,-1.080631,0,0,0,0,314.3135
1742298452650,0,-1.134389,0,0,0,0,314.3135
1742298452661,0,-1.078864,0,0,0,0,314.2634
1742298452672,0,-1.070261,0,0,0,0,314.2677
1742298452682,0,-1.108727,0,0,0,0,314.2677
1742298452693,0,-1.069104,0,0,0,0,314.2319
1742298452704,0,-1.090273,0,0,0,0,314.2319
1742298452715,0,-1.080631,0,0,0,0,314.2072
1742298452727,0,-1.094472,0,0,0,0,314.2307
1742298452738,0,-1.100133,0,0,0,0,314.3264
1742298452749,0,-1.063561,0,0,0,0,314.3181
1742298452760,0,-1.113965,0,0,0,0,314.3181
1742298452771,0,-1.075303,0,0,0,0,314.2571
1742298452783,0,-1.08686,0,0,0,0,314.203
1742298452794,0,-1.130583,0,0,0,0,314.203
1742298452805,0,-1.069987,0,0,0,0,314.3127
1742298452817,0,-1.105763,0,0,0,0,314.3329
1742298452827,0,-1.091883,0,0,0,0,314.3329
1742298452839,0,-1.121372,0,0,0,0,314.2414
1742298452849,0,-1.041302,0,0,0,0,314.3578
1742298452860,0,-1.086252,0,0,0,0,314.337
1742298452871,0,-1.07702,0,0,0,0,314.337
1742298452883,0,-1.099191,0,0,0,0,314.3181
1742298452894,0,-1.127404,0,0,0,0,314.3181
1742298452905,0,-1.056851,0,0,0,0,314.2364
1742298452916,0,-1.095728,0,0,0,0,314.2142
1742298452927,0,-1.097308,0,0,0,0,314.3288
1742298452938,0,-1.094403,0,0,0,0,314.3288
1742298452950,0,-1.126267,0,0,0,0,314.2008
1742298452961,0,-1.034769,0,0,0,0,314.2432
1742298452972,0,-1.080826,0,0,0,0,314.2432
1742298452982,0,-1.077727,0,0,0,0,314.2947
1742298452994,0,-1.151547,0,0,0,0,314.2178
1742298453005,0,-1.035269,0,0,0,0,314.2178
1742298453015,0,-1.096542,0,0,0,0,314.2788
1742298453027,0,-1.106224,0,0,0,0,314.2441
1742298453038,0,-1.065641,0,0,0,0,314.2795
1742298453049,0,-1.086546,0,0,0,0,314.2795
1742298453061,0,-1.115485,0,0,0,0,314.2137
1742298453071,0,-1.070183,0,0,0,0,314.337
1742298453082,0,-1.075883,0,0,0,0,314.337
1742298453094,0,-1.147456,0,0,0,0,314.2831
1742298453105,0,-1.045619,0,0,0,0,314.3247
1742298453116,0,-1.111453,0,0,0,0,314.241
1742298453127,0,-1.111483,0,0,0,0,314.241
1742298453138,0,-1.055644,0,0,0,0,314.2713
1742298453149,0,-1.095091,0,0,0,0,314.2359
1742298453160,0,-1.092,0,0,0,0,314.2359
1742298453171,0,-1.061422,0,0,0,0,314.2581
1742298453182,0,-1.104616,0,0,0,0,314.2581
1742298453194,0,-1.143493,0,0,0,0,314.2871
1742298453205,0,-1.042911,0,0,0,0,314.2729
